start	end	text
2039720	2044440	que en tiene la potesta, yo solamente me interesa que usted me permita a hacerles llegar
2044440	2050800	la propuesta de borrador, que es una propuesta bastante insipiente si los conocimientos técnicos
2050800	2055600	o si los datos de mográficos tal vez que son de resorte municipal, pero no obstante yo creo
2055600	2061720	que instalar la idea, no permitiría avanzar en materia de seguridad ciudad. Eso es una
2061720	2063440	en el cálter.
2063440	2071400	Muchas gracias, consejarlas, sofrece la palabra, si el otro Vicente, nos fa bien de que
2071400	2077520	lo me. Gracias al cálter. Bueno, me insiguiente suelo siguiente.
2077520	2085320	El primer punto es con respecto a un punto crítico ahí en el mercado campesino de calle
2085320	2097760	Valdevia, de buena forma están ingresando la caja eléctrica, a la iluminación del sector
2097760	2106800	durante la noche para cometer de alguna forma consumo y otras situaciones ciertos que
2106800	2111760	atagan ciertos atentan cortes de inseguridad o la seguridad del sector.
2111760	2120480	Ya, de alguna forma hay que buscar la alternativa de limitar este manejo, que también
2120480	2130320	igual es peligroso para quienes lo manipulen. El segundo punto mencionar que el asesión
2130320	2136360	ordinar y anterior habíamos acordado una comisión de educación para el día de hoy, pero
2136360	2143520	no se budo cierto por alguna dificultad de por parte de los de la onión común en
2143520	2150520	la bodero, así que se aplaza o se trae la almarte 12 de la siguiente semana.
2150520	2162240	Y el último punto es con respecto a la sugerencia de considerando el tiempo, o sea, el
2162240	2171700	que no, el productamente va a llegar ciertos y así también las vacaciones para ver
2171700	2178280	si es que a través de cultura y también deportes, bueno, los trayezas realizó una actividad
2178280	2185320	autonomica que tuvo bastante concorrida puede haber cierto, ahí había mucha gente participando
2185320	2191640	así que felicito a quienes tuvo a cargo de esa coordinación y exitos actividades, pero
2191640	2199760	el punto que hoy es que faltó una opción, cierto, una oferta de la cultural y también
2199760	2208040	lo deportivo para niños y niñas desde los tres años, en otros, en otros, otras como
2208040	2218040	un es cierto han apostado por esta alternativa y se ha logrado una buena concurrencia y bueno,
2218040	2224360	hay que considerar todo la información, los datos que llegan a esta mesa cierto por parte
2224360	2234760	de salud, senda y otra instituciones, cierto que no llegan a y nos llevan a apostar
2234760	2241640	por esta iniciativa y también en toda la prevención, ya se da enfermear en como la
2241640	2252040	ciudad y también de Hitler, cierto costumbres sanas como el deporte y también otras
2252040	2260160	que pudiesen recoger y replicar a nivel comunuela, así que eso espero que pueden ser
2260160	2267120	tomar bien al calte, muchas gracias. Muchas gracias, Foyad, hoy yo lo dan. Gracias
2267120	2272800	a ser al calde, salud nuevamente a todos los presentes y la gente que nos ve la distancia,
2272800	2278000	mi primera incidente dice a relación con una situación que está ocurriendo ya de, de
2278000	2283840	yo grasa un par de años en placer, que tiene que ver con la poca disponibilidad de
2283840	2288440	estacionamientos, aquí voy a llegar con esto conversando con algunas personas mayores, durante
2288440	2293240	esta semana, precisamente ya en realidad, me comentaban que posible exista de que se puedan
2293240	2297200	de limitar, yo sé que esto obviamente requiere un control, requiere a lo mejor una presencia
2297200	2301360	de algún inspector municipal o algo por el estilo, pero que se puedan de limitar al menos unos
2301360	2306480	cuatro estacionamientos que se han para un uso de cierto tope de minutos, por ejemplo,
2306480	2311000	o se exclusivos para trámite y hasta 15 minutos de uso, por ejemplo, como se da en alguna
2311000	2315160	estaciona de servicio o en otras comunas también, que permite a las personas que vienen a ser
2315160	2318800	un trámite muy puntual, la municipalidad, un trámite muy puntual a notaría, un trámite
2318800	2323760	muy puntual al banco estado, y que requiere nada más que 15, quizás 20 minutos, o incluso
2323760	2329000	hasta media hora, pero que tengo tope, porque eso ya de las 8 o 5, 8 o 30 de la mañana
2329000	2333000	ya no hay espacio disponible en placer a darme sobre todo, para la persona, en situación
2333000	2338560	de esta capacidad, para la persona mayor, alejarse un tanto donde están ubicados los servicios
2338560	2344160	se torna una dificultad sumamente compleja, es por esto que se atrevían a plantear esta
2344160	2349440	situación para que se puedan realizar con la administración, con los equipos de tránsito
2349440	2353800	y la factividad al menos va a ser el intento de eliminar cuatro estacionamientos, o lo
2353800	2358880	que se estimes convenientes que sean solo, para un uso de tiempo determinado, como se
2358880	2363520	controlará, habría que fiatar esa situación, pero con una buena señalética y
2363520	2369160	estentiendo, ya habría un control aunque se es puradico, se podría ir generando también
2369160	2374040	este cambio de mensalidad para que vienen a hacer un trámite cortito al sector centro de la
2374040	2377360	comuna, así que también lo planteo para que se puedan realizar ya que son muchas personas
2377360	2384080	lo que lo están haciendo alucionado, en otra materia conversando también con espositores
2384080	2389240	de las ferías de las pulgas, hacia la mención de qué posibilidad de hacer una especie de
2389240	2395560	convenio o buen trato, con algunas contas de vecinos, yo creo que las contas de vecinos uno
2395560	2401480	militar tendría que ser que puedas facilitar los baños, ya que no se encontraría en la situación
2401480	2405840	que por ejemplo ocurría en el cementerio, que las personas podían hacer su necesidad en el
2405840	2410680	mismo cementerio que tenía baño habilitado, acá no cuentan con ningún espacio, para
2410680	2417400	poder generar esta situación, incluso planteaban ellos que tuviese un pequeño córro, trescientos
2417400	2421920	pesos, tal vez que pueda llegar a disposición de la misma justa vecinal, pero lo
2421920	2425840	gicamente hay esperan que desde la municipalidad se pueda generar esta conversación con
2425840	2429880	las punta de vecinos más cercana, que debería ser un nuevo hospital y pientar, obviamente
2429880	2435000	ciertas condiciones con el cuidado del espacio, con legiene y con una retribución monetaria
2435000	2440480	también que permita comprar lo enceres de legiene, pero sí mismo también puede dejar
2440480	2444680	un espacio para las casas chicas de la misma punta de vecinas, así que también lo planteo,
2444680	2449240	producto de las distintas menciones que hacen cada 14 días, cada dos semanas hay
2449240	2456000	una serie de las pulgas. En otro tema, que tiene que ver con lo que habíamos comentado
2456000	2461560	hace varios meses atrás, y que espero no se quede durmiendo los labores, lo que habíamos
2461560	2464760	planteado en un momento sobre la protección de la laguna rellena en tuba, con la ley
2464760	2472080	de humedales 21.122, acá no solamente entre los humedales, también entre las lagunas,
2472080	2476620	según la convención Ramsar, que en la base de la ley Chilean en esta materia de los
2476620	2481780	darles son extensiones de marísmas, pantanos y turperas o superficies cubiertas de aguas,
2481780	2486860	sean estas de régimen natural artificial, permanentes o temporales estancadas o corrientes
2486860	2492660	dulces, salobres o saladas, y logicamente nuestra laguna rellena en tuba, una superficie
2492660	2496720	de aguadulse estancada por lo cual les tradirectamente en la definición, más allá de
2496720	2501200	redondar en todo lo que planteó en otras sesiones de consejo y donde claramente nuestra
2501200	2506460	laguna canifica, pido que se puede oficiar a la municipalidad de Gualquí, para conocer
2506460	2510840	cómo ellos desarrollaron este proceso, ellos ya tienen protegida la laguna rellena en
2510840	2516560	cura, que es la laguna gemela de nuestra rellena en tuba, y la verdad, conocerlo ante
2516560	2521400	sedente, cómo fue el proceso, cuáles fueron los proyectos contra que se encontraron
2521400	2525120	el camino para lograr protegerla, nos va a servir de insumo, para que podamos avanzar
2525120	2530240	en la protección de la rellena en tuba, la protección de esta logicamente busca que
2530240	2537640	entre el espejo de agua, sea lo más valorable que tenemos en Santa Juana, tenemos afortunadamente
2537640	2544380	esta posibilidad de contar con este espacio que no se encuentran todas las comunas, acá
2544380	2549720	hasta arriba en caso de cualquier situación y regular el escudo de la ley 21122, que
2549720	2553160	va a significar que el estado va a reconocer que se cuerpo da agua es un riñón para
2553160	2557620	Santa Juana, que purifica la aire y que regula la temperatura y recarga las napa
2557620	2561800	sus terranes también, entre otras cosas que tienen que ver con los distintos criterios
2561800	2568100	para la aplicación de esta ley, en resumen la laguna cica lífica con un medale en esta
2568100	2572500	situación desde el punto de vista científico y legal, que se llama el laguna prácticamente
2572500	2577320	solo un nombre geográfico pero es una naturaleza jurídica claramente bajo esta ley en
2577320	2582860	la de un medal urbano, así que también pido, reitero que se puede oficer a la municipalidad
2582860	2587300	de Gualquí, conozcamos lo anteciente como se trabajó y por que no apostar a que en
2587300	2591680	mediano plazo podamos tener protegida nuestra laguna rellena tú como le están haciendo
2591680	2597660	en distintos espacios del país, y como último punto también referente a algo que está
2597660	2602100	cerca en el laguna y en lo que hemos reforzado a arte también mi escolega, que tiene
2602100	2606760	que ver con el fuerte, en esta análise que hacía muy en este ciudad que hacía más un tiempo
2606760	2612400	referente a la respuesta de la contraroría, que la verdad que mi me pareció bastante, no
2612400	2618000	me dejo contento, la verdad, pero si dejaba entre ver algunos puntos, primero que ya
2618000	2622760	hay que instruir a la agas dependencia municipal de la creación de un planta estestigación
2622760	2626960	y mediata para el funcionamiento del fuerte histórico, porque se está tornando un espacio
2626960	2632240	y lamentablemente, está haciendo para el descontrol, para el consumo de alcohol, para
2632240	2638880	el consumo de droga, y yo creo que para nadie, un espacio con la condición de monumento
2638880	2643120	nacional, debería prestarse para esas condiciones, podrá ser poco populista lo que estoy
2643120	2647120	planteando, pero creo que en necesario poder generar un plan de activación que permita
2647120	2651840	también el cuidado del fuerte histórico, tal vez, a través de una programación cultural,
2651840	2656420	a través de alguna programación turística también permanente, pero que se le deduce o
2656420	2661320	solem que un monumento nacional, y ya está muy en esta, la el ser monumento nacional
2661320	2665120	lamentablemente lo limita un montón de cosas, pero si también tenemos el deber de entregar
2665120	2669120	una programación y entregar un espacio que se ha utilizado como un monumento nacional,
2669120	2674520	así mismo, esto tiene que generar una labor coordinada de consecuridad pública, con caradineros
2674520	2680160	cierto un plan de recuerdo específico de este patrimonio estableciendo que este no es un espacio
2680160	2685040	de libre consumo, sino que es un resinto patrimonial protegido, y también creo que,
2685040	2689560	bueno, de hecho lo mencionaba también esta mesa y esta indicación que responde a la
2689560	2693320	construcción de controloría, que se genere bien de una mesa técnica con la dirección de arquitectura
2693320	2698320	del mob para la revisión del proyecto de portán estatas ceso y el levantamiento de las fallas
2698320	2703880	constructivas, en qué va a eso, estas generas esta mesa en una retoalimentación, en qué
2703880	2709720	va a lo de los portales, porque creanme que tener unos portales bastante acordes,
2709720	2714800	a lo que es el fuerte también le da más presencia, le da otro vigor y en realidad
2714800	2718520	entendiendo que no vamos a poder cambiar un montón de situaciones de nuestros recordados
2718520	2723080	a su fuerte histórico, al menos tener unos portales de acceso, trabajados, desde la dirección
2723080	2726720	de arquitectura, con la decisión municipal, con la dirección de la comunidad, sin duda
2726720	2730000	que le va a dar un plustan bien a nuestra fuerte histórico que yo incisto, tiene que ser
2730000	2735080	un espacio que demuestre que es un monumento nacional y que está protegido y que deben
2735080	2739160	tener también las condiciones y deba mostrar a las condiciones para el recuerdo histórico
2739160	2742880	de este. Eso por mi parte, señora Escalte, muchas gracias por el espacio.
2743120	2747320	Muchas gracias, señora Escalte. Bueno, yo soy Álvia Algo Músela, tengo una nota de cada
2747320	2754060	una de los residentes y voy a hacer referencias unos de ellos. El tema de la entrega de la
2754060	2759960	vivienda de recontrocione, un tema que ha sido muy existente y reiterativo con las
2759960	2768740	estudiantes que tenían su su banda, como quiere de asumirlo. El gigamos, recién temétene
2768740	2775060	meses de marzo, seré mi, ya me reunió con el seré mi, el pedido de hecho hubo una reunión
2775060	2781740	ya, el seré mi con poco una reunión, donde participó el serio, la seré mi, estoy en
2781740	2785900	todo lo que hemos tenido, que usted me está revisando el tema de la estuvo también
2785900	2789340	presente, el seré, la seria mi en salud, que la seria en esta rueda de una de la área
2789340	2793820	digamos que ha sido bastante cuestionada, porque es fondo se tiran, de que os pela
2794080	2799060	las teleres adeladas, pero te unos con otros, porque elleré mi dice que la sonderna la
2799060	2803900	repetimos en chegan lo antecesente y la epidise que el acere mi no lo reyesan, entonces
2803900	2808100	hay que ser, oye, yo estoy dediando la mañana, estoy como el medición, estoy
2808100	2814420	la serie ni de, de vivienda vivienda, he me confirmado que se reunió ya lo que hemos
2814420	2820500	lately, justamente sé para dejad montarle más la Celera, estas tenentes aquí
2820500	2823680	yo creo que hay cosas que se se les show muy bien y otro es la Fentsable
2823680	2826900	de este lluvia que va a estar activa por los tiempos de espera, aquí hay viviendas que
2826900	2830920	se construyó en seis se van, y dentro de hoy yo te ha podido grabar un
2830920	2835380	a un empresario local como el Jimi Oliva, que ha construido viviendas en seis se van,
2835380	2841100	verso otros problemas de agua, que ha sido poso profundo, no vían agua, otros
2841100	2844180	otros puntos, otros puntos, otros puntos de trabajo, entonces lo que nosotros estamos
2844180	2847300	planteando es cierto que el caminaje de ese es una alternativa clima a líder de la
2847300	2854300	serie y nos respondamos que canla bien, entonces hemos esto esfuerzo y lo vamos a seguir
2854300	2859900	esto, entonces esto es porque se lo dije tarde como los planteados de Joseco, que la gente
2859900	2862980	no va a seguir esperando en la vienta emergencia cuando la vienta está terminada en la
2862980	2867880	agua, les falta el resofete más de agua, pero el plan B es que el tema agua le dieron
2867880	2871340	a un se resofete con el caminaje, entonces que la gente ocupa en su vivienda, que
2871340	2875020	lo conozcaso, lo he gustado con gente que tiene más de un año, con su vienta tendría
2875020	2882540	de entrar en todo esto, esto este dilema que conocemos, yo le pedía a la autoridad
2882540	2886900	nueva, cierto que le encaran el día de te compas firme esa, que la gente se cambia
2886900	2897020	en internet, entonces vamos a insistir en que sea así, también el caso más complejo
2897020	2901500	respecto a bien en nacionales, o día estoy en Notarias, justamente para ver cómo
2901500	2906940	se termine hacer la descripción en el conservador, para algunos casos que están con
2906940	2911540	subsidios la mano, pero no se pueden tener porque no tienen el título dominio, entonces
2911540	2916620	se tramitó el título dominio, el caso más elevático con el que la samositada,
2916620	2922620	el reino ya de progadorio que vieron su madre, el lamentable de te está mostrado, hablamos
2922620	2928140	también con el nuevo serie, por lo tanto estamos poniendo velocidad, lo máximo que se
2928140	2934260	van en este tipo de hechos, ya que se escapan un poco de agua al manejo del municipio,
2934260	2938260	sino que son, bueno, caso de las velocidades, porque vieron a hacerle cuando fue medir,
2938260	2943380	no tenía ser, pues en el serco, no tiene que, como vieron a hacerle, ahí el municipio
2943380	2947220	apostó con alambre y los vecinos ayudaron en mi cama, o sea la hizo el serco y se
2947220	2952420	midió, y sé que todo el proceso que ya está por ser esta semana de día increíble
2952420	2957500	enseña en el conservador de Santa Juan, en el caso Pesico, o sea, Rosita y son, bueno,
2957500	2962260	ahí va el caso un paquetán en la misma situación y que, por eso, se le da un
2962260	2970340	verde a la construcción de la, de la vivienda, ya respecto al tema de los adoptos mayores,
2970340	2973820	nosotros hoy día tenemos un convenio que el ministerio se arroz social, se está trabajando
2973820	2980820	en el problema de esa barra del local, donde hay 485 personas que son postrados en
2980820	2988300	el mismo strado y que dependen de un cuidador, no remolirado a hacer esto, es un programa
2988300	2993300	bueno, cierto, porque permite justamente llegar a la casa de las personas y también de apoyar
2993300	3001060	al cuidador, el convenio que permite también de esas mayas programas más amas, ese
3001060	3007940	entro día que son allá, que en las estamos fortaleciendo, la idea es que los autoguñores sean,
3007940	3014740	como dice muy claro, autualente, pero sí, nosotros vamos a trabajar con la información
3014740	3019380	de las postas y hospitales, como señal ahí, claramente, cierto para ir haciendo una especie
3019380	3026380	de barrido, respecto a casos que no hay en garret de apoyo, aquí en el programa específico
3026380	3032260	que está, yo ya que está iniciando, se hace poco, pero como vemos a los equipos
3032260	3039820	que están muy comprometiendo con las personas, digamos que están en el costra o los cuidadores,
3039820	3044100	estamos nosotros también este plan de coordinación con el que más también te salo en
3044100	3048100	el habitación de caminos hacia las personas que están postradas, que de un tema que
3048100	3052380	también lo trabajamos en el año pasado, y también se está trabajando en lo mismo,
3052380	3058900	si queréis también estamos en este caso, en este caso, que está haciendo, vamos a ver
3058900	3066180	qué pasa con la calle Bantibia, hay un atraería, eso de calle, que dos veces se refieran
3066180	3074060	lo mismo, a la práctica el payment, ya mismo, se entió en la cinco esquina, al mercado
3074060	3082780	de alpecino con el centro, ya vamos a volar el ojo en todo el payment de la calle Bantibia,
3082780	3087740	respecto a la tema de contraroliría yo, estoy solicitando una reunión del contralor,
3087740	3091780	nosotros tengo un comerio con un talio, es la municipalidad que fue lo que lo que nos
3091780	3095780	vamos a llevar a ellos atrás, y que sigue estando vigentes que municipios, todas las
3095780	3100980	licitaciones son convictos bueno de la contraloría, ellos revisan la base, le han visto bueno
3100980	3104700	y se observación ese corigen, y a la hora de adjudicar antes de adjudicar también lo
3104700	3110580	vuelva a risas con la realidad, y yo me estoy solicitando una entrevista justamente
3110580	3115860	porque, vale, vamos a hablar con el geofefinanza, a la que se podía haber referido esto
3115860	3120460	porque aquí, a la la municipalidad, no he llegado en ningún informe de concerto de esto
3120460	3128620	yo estoy en la constraroliría, no con lo que estamos viendo la reunión, porque no salió
3128620	3132340	ningún, por lo menos hasta la semana basada, no salió ningún informe, hace ningún
3132340	3137660	insino, respecto a lo que se ha comentado respecto al lugar, a la geofefinanza me dice que
3137660	3141820	puede día, eso es lo que yo quiero listo dejar claridad con la constraroliría, gasto como
3141820	3146420	el ejemplo, me decía en la fiesta a la piel, el día en niño, pues va por roco dentro
3146420	3152740	de los posibles, gasto que construir entre comillas, no nos considera como gasto, pero esto
3152740	3156780	nos dice que el municipio ha visitado, le citábamos y se hizo todo el regal, lo que
3156780	3160420	pasa es que la constraroliría tiene ciertas calificaciones, es que es la que yo espero
3160420	3165100	que no te complaridad cierto, por lo que le ideó, pues como esto ya hace las cosas,
3165100	3170220	de buenas formas, si que yo estoy esperando que nos confirmen de la reunión, respeto
3170220	3180780	esta estema de seguridad, pero yo creo que de todo lo bueno es que se están, las policías
3180780	3185860	están haciendo la veiga, se están haciendo investigaciones y se están haciendo procedimientos
3185860	3189140	y en eso, por supuesto nosotros lo vamos a seguir tratando a las policías tanto, me
3189140	3192940	digo como el carabinero, hace esto que reforzar la seguridad a la comunidad y más
3192940	3197780	con lo antecedente que lamentablemente todos conocemos, así que con mayor razón vamos a
3197780	3203340	decir mayor refuerza a los sistemas de trabajo y hasta la inteligencia, que eso, por supuesto,
3203340	3208540	yo estoy en su propio sistema de peticasio que no ligamos en los comentarios tampoco,
3208540	3220500	ya respecto al mercado, que han pecido caja la ratiléctica, a ver nosotros hemos
3220500	3226220	montado su viento porque las cajas de la gente, en la numbábulio y en la gente de
3226220	3230780	los sueños bajo el automático caja que están ubicados a la altura de las personas,
3230780	3235940	lo que se está haciendo en 10 su villas, a dos, tres metros hace hacer, hace el de
3235940	3241540	abre y poste, justamente para que un carabinero no es que yo suba o bajo el automático,
3241540	3246500	entonces vamos a reitar que más hoy en el sector de mantiva, pero no se está, o sea,
3246500	3252940	hemos llegado a eso, para que la gente no fue que se cogía o han deponido del vandalismo
3252940	3258660	con el un bravo único, así que vamos a ver lo que pasa ahí en calle vantivia y
3258660	3265500	en materia de morte cultura para niños, yo creo que no es perfectivamente, la ciudad
3265500	3270900	no prende estosos para niños de una edad más su mayor, a los 10 años, pero me parece
3270900	3276500	bien que en el de hecho cuando nosotros hablamos de, de, bueno, años atrás del tema
3276500	3281020	de las casas las cuenas constantemente para que estimularan los niños a más tempran
3281020	3284300	de edad a eso, a desarrollo de inteligencia, y bueno, los expertos y científicos saben
3284300	3289300	de que eso es, eso es así, pero tanto me parece bien buscar las formas como desarrollar
3289300	3292980	teaputuranios, deportivas para pequeños más pequeños, más pequeños, el mejor acompañamos
3292980	3300020	sus padres, yo destaco, por ejemplo, lo que hicimos años atrás, en la piscina se merempígate
3300020	3308100	espireta de pera de casas y va a tallar el bebé y van la mamá, en su bebé y en parasada,
3308180	3313540	si nos va bien con el puesto, la piscina vamos a volver a generar espasas que son
3313540	3318500	también, bueno, desde el bebé, danos a un tomeño que, y personas con discapaciencias
3318500	3322780	prestuelan espasas en la piscina, así que si nos va bien en este bebé y esto supuestro
3322780	3326100	que vamos a volver a generar estos pasos con la guaste perada y todos los que os responde
3326100	3331500	para usar de invierno, y verano, y esta más cultural igual al pago, a ver lo que podemos
3331500	3338220	también en esa materia, este salivía, esta salivía, esto no va a ver con tránsito
3338220	3342780	que nos pueda estudiar un poco, sabemos que hay existo una altísima demanda respecto al
3342780	3348220	perímetro de la plaza, todo se quiere estacionar, algunos estacionan se van a trabajar
3348220	3352540	a concepción, y a ejemplo, estacionando al día, o sea, les sirve, pero también para los demás
3352540	3357060	pues en coo, entonces vamos a ver con tránsito a algún estudio que se puede hacer que sea
3357060	3362140	no va justo y democrático o cígrimas, entonces ahora gente voy a haceros, es un rato
3362140	3368180	por lo estacionamiento, respecto a las feras, por que hay que comprarse con el pezino, por
3368180	3371780	la misma proguncuación de los baños, tenía su ventaja estar en el lance en el exterior
3371780	3375100	porque está en los baños, hoy día en una noctá en los baños, la ventaja está en que
3375100	3382060	el día en las feras estaba ordenada, podría ponerse. Sí, las personas que estar en la
3382060	3389300	fera, en los pantáneo, el negocio que está en el frente, por 300 pesos, digamos, les
3389300	3393580	prestan servicios de baño, va a ir en México en la punta de 100 pesos, se puede hacer
3393580	3400900	una cosa distinta, pero al menos en los que yo comprése el pezino que tiene un negocio
3400900	3407940	al frente, por 300 pesos, el pezino, ya veremos nosotros y podemos hacer una cosa distinta,
3407940	3413460	la semana basada, también estuve con el conciema, estuve con la dirección de arquitectura,
3413460	3423980	regional, todavía no están un bravo de dirección, estuve con quien su roga, insistiendo
3423980	3430820	digamos, como muchas firmes hagan estemas de fuerte, el museo de interpretación, las reparaciones,
3430820	3434620	la comprasación que hubo con el cerebrador, las públicas que ha subido, el nuevo estemos
3434620	3443140	fue enfrente en la que tratamos, así es que la idea es recuperar el museo de interpretación
3443140	3450020	a ser usado en tal levidad y también respecto a la planada, lo conversamos, la planada,
3450020	3454940	no es que nosotros queremos hacer, es poder sembrar pastos, o sea, que tengo un acabo de
3454940	3461420	bastos. Bueno, la sequena ya que en la parte del equipo de ínico de la dirección de
3461420	3467780	interpretación, me dijo que lo que la minestración anterior existe los fízos esto que pidió
3467780	3476100	eliminar la capa digital, ya, yo creo que no se ve bien y creo que generas va un sentido
3476100	3483420	de parque, esto es como ella, que tenga una capa, cómo se va de parque, ya, y bueno,
3483420	3488860	nosotros pensamos que es putera, no esto es fuerte, sino que va a ser cadela de la piscina,
3488860	3495580	los olabas y cidades en la zona totalmente fuera de lugar que venida, sino va bien, porque
3495580	3498660	esto también hay que consultarlo con lo que va a ser como Roberto Nacionales, hasta
3498660	3505020	va a ser los pastos, como estrictamente tenemos que consultarlo, consejo de volvento
3505020	3510660	es ahí o por todo, no por el nunca un peso, pero son efectos en los volventos nacionales,
3510660	3515660	por lo tanto lo comisamos también con el equipo de terque de estúrgara se van a pasar,
3515660	3523100	los aspectos de que podamos sembrar pastos y poder tener un empleado más bonita y cuidar
3523100	3529460	por supuesto, acabas de tener y lancia, vamos a ver la posibilidad de entrar en el curso,
3529460	3534140	acaban en la parte alta, vamos a hacer la instrucción, puesto, digamos, tiene que ser
3534140	3537300	pasuntado, la encabacía tenemos que hacer la encabacía, tenemos que hacer la encabacía,
3537300	3546940	a llegar del fuerte, pero, buscaremos los puntos de ale daño, ya, así que eso recibiamente
3546940	3552620	nos dejaré, nos dejaré eso, se le agradece, la sustencia, muchas gracias, se le va a hacer eso,
3552620	3556260	nos vemos en porca ese Meretavando
